"№ п/п","Код материалов","Наименование и 
спецификация","Кол-во","Примечание"
"1","1040004613","Болт M24×60-10,9","4","JB/T5782-2000"
"2","1040301511","Шайба 24-200HV","2","GB/T97.1-2002"
"3","00773401000001011","Блок противовеса","1",""
"4","1040302483","Шайба 24-200HV","6","GB/T96.1-2002"
"5","1040003008","Болт M24×80-10,9","2","JB/T5782-2000"
