"№ п/п","Код материалов","Наименование и 
спецификация","Кол-во","Примечание"
"19","00773400400001120","Подшипник","2",""
"20","00773400400001060","Вал A17","1",""
"21","00773400400001360","Противоударная плита","1",""
"22","1040102757","Винт   M10×25-8.8","4","JB/T70.3"
"23","1040004597","Болт M10×35-8,8","2","JB/T5783"
"24","00773400400001240","Буферная  плита  основной 
стрелы","2",""
"25","00773400400001260","Вал A15","1",""
"26","1040201898","Гайка M10-8","2","JB/T889.1"
