"№ п/п","Код материалов","Наименование и 
спецификация","Кол-во","Примечание"
"19","00773401100001050","Монтажная панель I","1",""
"20","1040004597","Болт M10×35-8.8","2","JB/T5782-2000"
"21","1040302519","Шайба 10-140HV","11","GB/T96.1-2002"
"22","1040004664","Болт M10×25-8.8","7","JB/T5782-2000"
"23","1040002463","Болт M10×40-8.8","2","JB/T5782-2000"
"24","00773401101000000","Держатель левого шарнира 
замка","1",""
"25","00773401100001040","Регулировочная шайба","4",""
