"№ п/п","Код материалов","Наименование и 
спецификация","Кол-во","Примечание"
"20","1000400478","Водомаслоотделитель","1",""
"21","1040004600","Болт M8×35-8,8","2","JB/T5782-2000"
"22","1040102763","Винт M6×20-8.8","2","GB/T70.1-2000"
"23","1040302486","Шайба 6-140HV","2","GB/T97.1-2002"
"24","1990300269","Резиновая  лента  с  пластическим 
покрытием","2",""
