"№ п/п","Код материалов","Наименование и 
спецификация","Кол-во","Примечание"
"19","00773402800001320","Верхняя шайба поворотной 
цапфы","2",""
"20","00773402800001270","Шайба штифта поворотной 
цапфы","4",""
"21","1040302505","Стопорное кольцо 40","4","JB/ZQ4342-2006"
"22","00773402800001110","Прокладка поворотной цапфы","2",""
"23","1040201381","Гайка M12-8","2","JB/T6170-2000"
"24","1040102043","Винт M12×45-10.9-DKL","2","GB/T70.1-2000"
"25","00773402810001151","Фиксирующее кольцо 
маслопровода мотора","2",""
"26","1040201897","Гайка M8-8","1","GB/T889.1-2015"
"27","00773402810001141","Опора маслопровода мотора  
I","1",""
"28","00773402810600000","Поворотная цапфа  
II","1",""
