"№ п/п","Код материалов","Наименование и 
спецификация","Кол-во","Примечание"
"16","1040302490","Шайба 12-200HV","8","GB/T97.1-2002"
"17","00773402800900000","Уравнительный цилиндр","2",""
"18","1030800567","Шина 315/ 55D20","2","RIGHT"
"19","1040004646","Болт M10×15-8.8","8","JB/T5783-2000"
"20","00773402800001030","Задняя крышка рамы","1",""
"21","1040201860","Гайка M10","4","QC/T608-201"
"22","00773402800001040","Крышка заднего моста","2",""
