"NO.","Material No.","Item and Spec","Units","Remark"
"1","00775400000001050","Lower sliding block I","2",""
"2","1040000025","Bolt M10×80-8.8","2","GB/T5783-2000"
"3","1040200504","Nut M10-8","2","GB/T889.1-2000"
"4","00775400000001040","Lower sliding axle","1",""
"5","1040000288","Bolt M8×25-8.8","1","GB/T5783-2000"
"6","1040300063","Washer 8","1","GB/T93-1987"
"7","1040300066","Washer 8","1","GB/T97.1-2002"
"8","00775600000001050","Articulated pin","1",""
"9","00775400000001020","Lower stationary axle","1",""
"10","1040200507","Nut M12-8","4","GB/T889.1-2000"
"11","1040300526","Washer 12","8","GB/T97.1-2002"
"12","00775700000001070","Upper sliding block","2",""
"13","1040000807","Bolt M12×120-8.8","4","GB/T5782-2000"
"14","00775600000001070","Upper stationary axle","4",""
"15","00775400100000000","Work platform","1",""
"16","00775400300000000","Scissor arm","1",""
"17","00775402800000000","Chassis(ZS0808HD)","1",""
"","00775402810000000","Chassis(ZS0808DC) (Indoor Series)","1",""
"","00775402820000000","Chassis(ZS0808HD-Li)","1",""
"","00775402840000000","Chassis(ZS0808DC-Li) (Indoor Series)","1",""
"","00775402870000000","Chassis(ZS0808HA-Li)","1",""
"","00775402860000000","Chassis(ZS0808AC-Li) (Indoor Series)","1",""
"","00775402890000000","Chassis(ZS0808HA)","1",""
"","007754028A0000000","Chassis(ZS0808AC) (Indoor Series)","1",""
"","007754028U0000000","Chassis(ZS0808DC) (Outdoor Series)","1","2022.10 Revise"
"","007754028R0000000","Chassis(ZS0808DC-Li) (Outdoor Series)","1","2022.10 Revise"
"","007754028S0000000","Chassis(ZS0808AC) (Outdoor Series)","1","2022.10 Revise"
"","007754028T0000000","Chassis(ZS0808AC-Li) (Outdoor Series)","1","2022.10 Revise"
"18","00775700000001060","Upper sliding block","2",""
