"NO.","Material No.","Item and Spec","Units","Remark"
"14","1040300081","Washer 12","2","GB/T96.1-2002"
"15","1040200507","Bolt M12","2","GB/T889.1-2000"
"16","1040300054","Washer 12","2","GB/T93-1987"
"17","1040100157","Screw M12×20-8.8","2","GB/T70.1-2000"
"18","1040100058","Screw M6×16-8.8","2","GB/T70.1-2000"
"19","00775302800001020","End cover","2",""
"20","1040200503","Nut M8-8","1","GB/T889.1-2000"
"21","1990201348","Cover plate","1",""
"22","1019901543","Twin tube clamp","1",""
"23","1990201778","Twin tube clamp","1",""
"24","1040100501","Screw M8×100-8.8","1","GB/T70.1-2008"
"25","1040005789","Bolt M12×1.5×30-8.8","10","GB/T16674.2-2004"
