"No.","Material No.","Item and Spec","Units","Remark"
"1","","Handle sleeve","1","900788"
"2","","Handle assembly","1","604399S"
"3","","PCU film","1","252389"
"4","","Emergency stop switch","1","220695"
"5","","Switch button cap","4","604633"
"6","","Spring harness","1","604634"
"7","","Plastic box body","1","252390"
"8","","Buzzer","1","604632"
"9","","PCB switch assembly","1","271265S"
"10","","Plastic box cover","1","252391"
