"No.","Material No.","Item and Spec","Units","Remark"
"1","","Baseplate bracket","1","YKD8.156.339"
"2","","Front end housing","1","YKD8.013.976"
"3","","Rotor assembly","1","YKD5.675.633"
"4","","Stator assembly","1","YKD5.680.556"
"5","","Encoder","1","HMEL15Q0211"
"6","","Rear end housing","1","YKD8.013.992"
"7","","Encoder 48 gear ring","1","YKD8.160.026"
"8","","Back shroud","1","YKD8.314.360"
