"No.","Material No.","Item and Spec","Units","Remark"
"1","","Protective cover","1","5DX0R001000W"
"2","","Motor","1","ECC4T244045JL00RW"
"3","","Gear box","1","2DX0SB37000"
"4","1029908611","Breaker","1","2DX0X028028T"
