"Item","Part Number","Description","Qty.","Remark"
"29","92051367","Hose Assembly","2","BA28RT 
BA28BRT"
"","92051373","Hose Assembly","2","BA24RT 
BA24BRT"
"30","00003869","Fitting, Bulkhead, 90°","2",""
"31","92051352","Hose Assembly","1",""
"32","92051332","Tube","1",""
"33","92051353","Hose Assembly","1",""
"34","92051333","Tube","1",""
"35","92051340","Hose Assembly","1",""
"36","92051345","Hose Assembly","1",""
"37","92048942","Hose Assembly","1","BA28RT 
BA24RT"
"","92102306","Hose Assembly","1","BA28BRT 
BA24BRT"
"38","00002138","Fitting, Bulkhead, Straight","2",""
"39","92051368","Hose Assembly","1","BA28RT 
BA28BRT"
"","92051374","Hose Assembly","1","BA24RT 
BA24BRT"
"40","00002069","Fitting, Straight","2",""
"41","92051351","Hose Assembly","1",""
"42","92051334","Tube","1",""
"43","92051346","Hose Assembly","1",""
"44","00001114","Plug","1",""
"45","00004947","Fitting, 90°","2",""
"46","92051339","Tube","1",""
"47","92051338","Tube","1",""
"48","92051348","Hose Assembly","1",""
"49","92051343","Hose Assembly","1",""
"50","00004919","Fitting，90°","1",""
"51","92051328","Hose Assembly","1",""
