"Item","Part Number","Description","Qty.","Remark"
"1","00000683","Bolt  GB/T 5783  M10 × 30","4",""
"2","00000679","Spring Washer  GB/T 93  10","4",""
"3","00000615","Flat Washer  GB/T 97.1  10","4",""
"4","00000220","8902-10080 Pin, Lock","4",""
"5","92048729","Pin, Pivot","2",""
"6","92030014","Shim","2",""
"7","92030015","Shim","2",""
"8","","JIB Lifting Cylinder Assembly(Refer to 5-7)","1",""
"9","92048742","Shim","2",""
"10","92048744","Shim","2",""
"11","","Master Cylinder Assembly (Refer to 5-9)","1",""
"12","92049191","Shim","2",""
"13","92049188","Shim","2",""
"14","92049174","Pin, Pivot","2",""
"15","92049177","Shim","2",""
"16","92049179","Shim","2",""
