"Item","Part Number","Description","Qty.","Remark"
"1","10004590","Plate","1",""
"2","92100539","Motor Assembly","1",""
"3","00002059","Bolt  GB/T 5783  M12 × 30","4",""
"4","00000815","Spring Washer  GB/T 93  12","6",""
"5","00000814","Flat Washer  GB/T 97.1  12","6",""
"6","00000683","Bolt  GB/T 5783  M10 × 30","12",""
"7","00000615","Flat Washer  GB/T 97.1  10","20",""
"8","92100536","Rubber Mounting","4",""
"9","00000623","Nut  GB/T 6182  M10","12",""
"10","00001249","Nut  GB/T 6182  M12","4",""
"11","00007116","Flat Washer GB/T 848 - 12","4",""
"12","00008244","Function Pump Assembly","1","Standard"
"","92100690","Function Pump Assembly","1","Optional"
"13","00002046","Bolt  GB/T 5783  M12 × 35","2",""
"14","92100538","Bracket","1",""
"15","00001055","Bolt  GB/T 5783  M12 × 40","4",""
"16","00001163","Nut  GB/T 6182  M8","6",""
"17","00000608","Flat Washer  GB/T 97.1  8","14",""
"18","00002212","Horn","1",""
"19","00000995","Bolt  GB/T 5783  M8 × 30","1",""
"20","00000609","Spring Washer  GB/T 93  8","1",""
"21","92004808","Spring, Gas","1",""
"22","00002089","Bolt  GB/T 5782  M8 × 50","1",""
"23","00000993","Bolt  GB/T 5783  M8 × 25","3",""
"24","00002029","Screw  GB/T 70  M6 × 12","3",""
"25","00000621","Spring Washer  GB/T 93  6","3",""
"26","00000620","Flat Washer  GB/T 97.1  6","3",""
"27","00002610","Tilt Sensor","1","Standard.single 
channel"
