"Item","Part Number","Description","Qty.","Remark"
"9","09910082","Decal, Label-28m","2","BT28ERT 
BT28SERT 
BT28BERT"
"","09910083","Decal, Label-26m","2","BT26ERT 
BT26SERT 
BT26BERT"
"","09910084","Decal, Label-24m","2","BT24ERT 
BT24BERT"
"10","09410151","Decal, Warning-Emergency system 
overriding","1",""
"11","09310640","Decal, Instructions-Work area","1","BT30ERT"
"","09310644","Decal, Instructions-Work area","1","BT28ERT"
"","09310650","Decal, Instructions-Work area","1","BT26ERT"
"","09310656","Decal, Instructions-Work area","1","BT24ERT"
"","09310642","Decal, Instructions-Work area","1","BT30SERT"
"","09310646","Decal, Instructions-Work area","1","BT28SERT"
"","09310652","Decal, Instructions-Work area","1","BT26SERT"
"","09310648","Decal, Instructions-Work area","1","BT28BERT"
"","09310654","Decal, Instructions-Work area","1","BT26BERT"
"","09310658","Decal, Instructions-Work area","1","BT24BERT"
"12","09310252","Decal, Instructions-Hydraulic","1",""
"13","09410118","Decal, Symbols-Hand crushing hazard","2",""
"14","09330002","Decal, Instructions-Pendular arm","1",""
"15","09330003","Decal, Instructions-Horizontal alignment","1","BT30SERT 
BT28SERT 
BT26SERT"
"","09330004","Decal, Instructions-Horizontal alignment","1","BT30ERT 
BT28ERT 
BT26ERT 
BT24ERT"
"16","09430049","Decal, Danger-Do not lifting","2",""
"17","09310250","Decal, Instructions-White arrow reverse","1",""
"18","09310078","Decal, Symbols-Main power switch 
operation","1",""
"19","09410243","Decal, Symbols-Slope rating","1",""
