"Item","Part Number","Description","Qty.","Remark"
"15","00000854","Screw  GB/T 70.3  M12×25","12","BT28SERT 
BT26SERT 
BT26ERT 
BT24ERT 
BT26BERT 
BT24BERT"
"16","92101276","Support","1","BT30ERT"
"","92048341","Support","1","BT30SERT 
BT28ERT 
BT28BERT"
"","92100092","Support","1","BT28SERT 
BT26ERT 
BT26BERT"
"","92049353","Support","1","BT26SERT 
BT24ERT 
BT24BERT"
"17","00003607","Bolt  GB/T 5783  M8 × 50","1",""
"18","00000608","Flat Washer  GB/T 97.1  8","2",""
"19","92100679","Plate","1",""
"20","92100693","Clamp","1",""
"21","00001163","Nut  GB/T 6182  M8","1",""
