"Item","Part Number","Description","Qty.","Remark"
"1","00004922","Fitting, 90°","2",""
"2","00001239","Fitting, Tee","1",""
"3","50005427","Hose Assembly","1",""
"4","50005426","Hose Assembly","1",""
"5","00001294","Fitting, Straight","1",""
"6","50005429","Hose Assembly","1",""
"7","00002921","Fitting, Straight","2",""
"8","00001832","Fitting, 90°","1",""
"9","00002118","Fitting, Tee","1",""
"10","50005430","Hose Assembly","1",""
"11","00007172","Fitting, Straight","3",""
"12","00001262","Fitting, Straight","8",""
"13","50005431","Hose Assembly","1",""
"14","50005437","Hose Assembly","1",""
"15","50004000","Hose Assembly","2",""
"16","50005433","Hose Assembly","1",""
"17","00003983","Fitting, 45°","1",""
"18","00001835","Fitting, 90°","6",""
"19","00001266","Fitting, Straight","5",""
"20","50005451","Hose Assembly","1",""
"21","50005454","Hose Assembly","1",""
"22","00001776","Fitting, Straight","1",""
"23","00006269","Fitting, Straight","1",""
"24","00001783","Fitting, Straight","1",""
"25","00003361","Plug","1",""
"26","50003546","Hose Assembly","1",""
"27","00001837","Fitting, 90°","1",""
"28","00002071","Fitting, Straight","1",""
"29","00000519","Strainer, Suction","1",""
