"Item","Part Number","Description","Qty.","Remark"
"1","00000623","Nut  GB/T 6182  M10","8",""
"2","00000615","Flat Washer  GB/T 97.1  10","16",""
"3","00007381","Dc Power Supply","1",""
"4","00001033","Nut  GB/T 6182  M6","4",""
"5","00000620","Flat Washer  GB/T 97.1  6","8",""
"6","00001163","Nut  GB/T 6182  M8","10",""
"7","00005371","Charger","1","Standard"
"","00007533","Charger (Used for Lithium Battery)","1","Optional"
"8","50005301","Bracket, Charger","1",""
"9","50005273","Box, Battery","1",""
"10","00004485","Battery","1",""
"11","10004590","Plate","1",""
"12","00000609","Spring Washer  GB/T 93  8","10",""
"13","00000608","Flat Washer  GB/T 97.1  8","10",""
"14","50000488","Rod, Hold-Down","4","Standard"
"","50006401","Rod, Hold-Down (Used for Lithium 
Battery)","4","Optional"
"15","00007217","Battery","1","Standard"
"","00007536","Lithium Battery","1","Optional"
"16","00000613","Nut  GB/T 6182  M5","4",""
"17","00000605","Flat Washer  GB/T 97.1  5","4",""
"18","10000537","Half Round Batten","2",""
"19","00000612","Screw  GB/T 818  M5 × 20 - H","4",""
"20","00000684","Bolt  GB/T 5783  M10 × 35","8",""
"21","00000679","Spring Washer  GB/T 93  10","8",""
"22","00002488","Bolt  GB/T 5783  M8 × 35","4",""
"23","00000743","Bolt  GB/T 5783  M6 × 20","4",""
