"Item","Part Number","Description","Qty.","Remark"
"1","00003165","Beacon","1",""
"2","00000993","Bolt  GB/T 5783  M8 × 25","2",""
"3","00000609","Spring Washer  GB/T 93  8","9",""
"4","00000608","Flat Washer  GB/T 97.1  8","9",""
"5","00002460","Screw  GB/T 70  M16 × 45","4",""
"6","00001035","Spring Washer  GB/T 93  16","4",""
"7","50000102","Boom Pad","1",""
"8","50002733","Shim","3",""
"9","00000749","Switch, Limit","1",""
"10","00000619","Bolt  GB/T 5783  M6 × 25","4",""
"11","00000621","Spring Washer  GB/T 93  6","4",""
"12","00000620","Flat Washer  GB/T 97.1  6","4",""
"13","92029901","Pin","1",""
"14","92029902","Block","1",""
"15","00001063","Bolt  GB/T 5783  M8 × 16","7",""
"16","50005254","Cover","1",""
