"Item","Part Number","Description","Qty.","Remark"
"1","00000623","Nut  GB/T 6182  M10","12",""
"2","00000615","Flat Washer  GB/T 97.1  10","28",""
"3","00007282","Pump","1",""
"4","00000683","Bolt  GB/T 5783  M10 × 30","10",""
"5","00000679","Spring Washer  GB/T 93  10","4",""
"6","00006580","Emergency Pump Assembly","1",""
"--","00006954","Motor","1",""
"--","00006955","Pump","1",""
"7","","Fuse Assembly with Bracket (Refer to 1-8)","1",""
"8","00001163","Nut  GB/T 6182  M8","11",""
"9","00000608","Flat Washer  GB/T 97.1  8","18",""
"10","50000488","Rod, Hold-Down","4","Standard"
"","50006401","Rod, Hold-Down (Used for Lithium 
Battery)","4","Optional"
"11","00007217","Battery","1","Standard"
"","00007535","Lithium Battery","1","Optional"
"12","00002212","Horn","1",""
"13","00000995","Bolt  GB/T 5783  M8 × 30","5",""
"14","00000609","Spring Washer  GB/T 93  8","1",""
"15","00006155","Power Distribution Module (Refer to 1-9)","1",""
"16","00001034","Screw  GB/T 70  M6 × 25","4",""
"17","00000620","Flat Washer  GB/T 97.1  6","22",""
"18","00002247","Nut  GB/T 6170  M6","7",""
"19","00000621","Spring Washer  GB/T 93  6","7",""
"20","50005440","Bracket, Fuse","1",""
"21","00000993","Bolt  GB/T 5783  M8 × 25","2",""
"22","00000774","Screw  GB/T 70  M6 × 20","3",""
"23","00000619","Bolt  GB/T 5783  M6 × 25","4",""
"24","00002610","Tilt Sensor","1",""
