"Item","Part Number","Description","Qty.","Remark"
"1","00000683","Bolt  GB/T 5783  M10 × 30","3",""
"2","00000679","Spring Washer  GB/T 93  10","7",""
"3","00000615","Flat Washer  GB/T 97.1  10","15",""
"4","00000219","8902-10060 Pin, Lock","1",""
"5","00000064","895-31.8×168 Pin, Pivot","1",""
"6","00000515","Rotate Cylinder Assembly","1",""
"--","00003662","Housing/Ring Gear Assembly","1",""
"--","00003663","Counterbalance Valve","1",""
"--","00003664","Seal Kit for 00000515 Rotate Cylinder","1",""
"7","00000220","8902-10080 Pin, Lock","2",""
"8","00000047","897-31.8×300 Pin, Pivot","1",""
"9","00001853","Bolt  GB/T 5782  M24 × 300","1",""
"10","00002238","Screw  GB/T 70  M10 × 35","8",""
"11","00002923","Bolt  GB/T 5783  M12 × 55","8",""
"12","00000815","Spring Washer  GB/T 93  12","8",""
"13","00000814","Flat Washer  GB/T 97.1  12","8",""
"14","00006204","Load Sensor","1",""
"15","00001159","Flat Washer  GB/T 97.1  24","1",""
"16","00002273","Nut  GB/T 6170  M24","2",""
"17","00000623","Nut  GB/T 6182  M10","4",""
"18","92100269","Support","1",""
"19","10000041","Plate, Rubber","2",""
"20","00000614","Screw  GB/T 70  M10 × 60","4",""
