"Item","Part Number","Description","Qty.","Remark"
"1","00000683","Bolt  GB/T 5783  M10 × 30","5",""
"2","00000679","Spring Washer  GB/T 93  10","5",""
"3","00000615","Flat Washer  GB/T 97.1  10","5",""
"4","00000220","8902-10080 Pin, Lock","3",""
"5","00000101","895-35255 Pin, Pivot","1",""
"6","00000416","8813-354535 Sleeve Bearing","4",""
"7","00000461","893C-40120 Pin, Pivot","1",""
"8","50005669","Jib Basis","1",""
"9","50000448","Cover","2",""
"10","00000831","Screw  GB/T 70.3  M6×20","12",""
"11","50005678","Linker, Lower","2",""
"12","00000417","8813-354550 Sleeve Bearing","2",""
"13","50005684","Linker, Upper","1",""
"14","00000071","895-35168 Pin, Pivot","1",""
"15","00000219","8902-10060 Pin, Lock","2",""
"16","10000039","Sheath","2",""
"17","00000685","895-35153 Pin, Pivot","1",""
"18","","Jib Cylinder Assembly (Refer to 5-8)","1",""
"19","00000050","897-35300 Pin, Pivot","1",""
