"Item","Part Number","Description","Qty.","Remark"
"1","00000678","Bolt  GB/T 5783  M10 × 25","6",""
"2","00000679","Spring Washer  GB/T 93  10","10",""
"3","00001028","Flat Washer  GB/T 96.1  10","4",""
"4","50005459","Cover","1",""
"5","92101403","Cover","1",""
"6","00001012","Screw  GB/T 973  M5×14","4",""
"7","00003545","Flat Washer  GB/T 96.1  5","4",""
"8","50006127","Cover","1",""
"9","50006133","Soundproof Cotton","2",""
"10","50006134","Soundproof Cotton","2",""
"11","00006250","Nut QC/T 885 M10","2",""
"12","50006102","Cover","1",""
"13","50005770","Soundproof Cotton","1",""
"14","00000875","Bolt  GB/T 5783  M8 × 20","22",""
"15","00000609","Spring Washer  GB/T 93  8","22",""
"16","00000608","Flat Washer  GB/T 97.1  8","28",""
"17","00000743","Bolt  GB/T 5783  M6 × 20","6",""
"18","00000621","Spring Washer  GB/T 93  6","6",""
"19","00000620","Flat Washer  GB/T 97.1  6","6",""
"20","50000112","Nut QC/T 885 M6","6",""
"21","50005344","Cover","1",""
"22","00000615","Flat Washer  GB/T 97.1  10","6",""
"23","00001011","Screw  GB/T 973  M5×12","2",""
"24","10000376","Spacer, rubber","2",""
"25","00000674","Bolt  GB/T 5783  M10 × 20","4",""
"26","00002089","Bolt  GB/T 5782  M8 × 50","1",""
"27","00000993","Bolt  GB/T 5783  M8 × 25","1",""
"28","92004808","Spring, Gas","1",""
"29","00001163","Nut  GB/T 6182  M8","1",""
