"Item","Part Number","Description","Qty.","Remark"
"1","00002452","Bolt  GB/T 5783  M12 × 45","8",""
"2","00000814","Flat Washer  GB/T 97.1  12","24",""
"3","50005351","Bracket","2",""
"4","50006997","Bracket (Left Side)","1",""
"5","00002059","Bolt  GB/T 5783  M12 × 30","8",""
"6","00000815","Spring Washer  GB/T 93  12","8",""
"7","00001554","O-Ring","1",""
"8","00006258","Drive Motor Assembly","1",""
"9","00006270","Propeller Shaft","1",""
"10","00006639","Screw  GB/T 70  M20 × 45","4",""
"11","00002219","Spring Washer  GB/T 93  20","4",""
"12","00008669","Front Axle Assembly","1",""
"13","00006812","Bolt  GB/T 5782  M22 × 210","16",""
"14","00002550","Flat Washer  GB/T 97.1  22","32",""
"15","90031650","Seat, Axle Lockout Cylinder Assembly","2",""
"16","00008695","Screw  GB/T 70  M20 × 130","4",""
"17","00001050","Flat Washer  GB/T 97.1  20","4",""
"18","90031656","Bracket, Link","2",""
"19","00004487","Nut  GB/T 6182  M22","16",""
"20","00001059","Screw  GB/T 70  M10 × 30","16",""
"21","00000679","Spring Washer  GB/T 93  10","16",""
"22","00000615","Flat Washer  GB/T 97.1  10","16",""
"23","50007000","Bracket (Right Side)","1",""
"24","00002904","Bolt  GB/T 5783  M14 × 40","8",""
"25","00001258","Spring Washer  GB/T 93  14","8",""
"26","00001043","Flat Washer  GB/T 97.1  14","8",""
"27","00001249","Nut  GB/T 6182  M12","8",""
"28","00008668","Rear Axle Assembly","1",""
"29","90031649","Bracket, Link","2",""
