"Item","Part Number","Description","Qty.","Remark"
"1","00008404","Chassis Harness","1","Standard"
"","00007647","Chassis Harness","1","Optional"
"2","00006653","Battery Harness","1","Standard"
"","00007758","Battery Harness","1","Optional"
"3","00006655","Battery Negative Harness","1","Standard"
"","00007649","Battery Negative Harness","1","Optional"
"4","00006654","Fuse Harness 1","1","Standard"
"","00007648","Fuse Harness 1","1","Optional"
"5","00006658","Contactor Harness 1","1",""
"6","00006660","Pump Controller Power Harness","1",""
"7","00006661","Drive Controller Power Harness","1",""
"8","00006656","Battery Positive Harness","1",""
"9","00006657","Fuse Harness 2","1",""
"10","00006659","Contactor Harness 2","1",""
"11","00006662","Emergency Pump Positive Harness","1",""
"12","00006663","Emergency Pump Negative Harness","1",""
"13","00006300","Platform Control Box Harness","1",""
"14","00006301","Platform Harness (Used for 00000505 
Directional Valve Assembly)","1","Alternative"
"","00009252","Platform Harness(Used for 00009256 
Directional Valve Assembly)","1",""
"15","00007280","Connect Harness 1","1","BA22ERT"
"","00006667","Connect Harness 1","1","BA20ERT"
"16","00007281","Connect Harness 2","1","BA22ERT"
"","00006668","Connect Harness 2","1","BA20ERT"
"17","00005340","Ground Control Plane Harness","1",""
