"Item","Part Number","Description","Qty.","Remark"
"1","50006129","Cover","1",""
"2","50005459","Cover","1",""
"3","92101403","Cover","2",""
"4","00001012","Screw  GB/T 973  M5×14","16",""
"5","00003545","Flat Washer  GB/T 96.1  5","16",""
"6","00000678","Bolt  GB/T 5783  M10 × 25","6",""
"7","00000679","Spring Washer  GB/T 93  10","10",""
"8","00001028","Flat Washer  GB/T 96.1  10","4",""
"9","50006102","Cover","1",""
"10","00000875","Bolt  GB/T 5783  M8 × 20","6",""
"11","00000609","Spring Washer  GB/T 93  8","6",""
"12","00000608","Flat Washer  GB/T 97.1  8","6",""
"13","50000112","Nut QC/T 885 M6","1",""
"14","50005482","Cover","1",""
"15","00000674","Bolt  GB/T 5783  M10 × 20","4",""
"16","00000615","Flat Washer  GB/T 97.1  10","6",""
"17","00000743","Bolt  GB/T 5783  M6 × 20","2",""
"18","00000621","Spring Washer  GB/T 93  6","2",""
"19","00002583","Flat Washer  GB/T 96.1  6","2",""
"20","50005486","Shield, Plastic","1",""
"21","00001017","Screw  GB/T 973  M6×12","4",""
"22","00006250","Nut QC/T 885 M10","2",""
