"Item","Part Number","Description","Qty.","Remark"
"25","09310252","Decal, Instructions-Hydraulic","1",""
"26","09920008","Decal, Label-BA20ERT","1","BA20ERT"
"","09920010","Decal, Label-BA22ERT","1","BA22ERT"
"27","09410118","Decal, Symbols-Hand crushing hazard","2",""
"28","09410117","Decal, Symbols-Crushing hazard","2",""
"29","09310250","Decal, Instructions-White arrow reverse","1",""
"30","09310006","Decal, Notice-Main power switch operation","1",""
"31","09310403","Decal, Notice-Hydraulic preheat operation","1",""
"32","09410131","Decal, Warning-Emergency system 
overriding","1",""
"33","09210036","Nameplate, Manufacturer serial number","1",""
"34","09310251","Decal, Instructions-Black arrow forward","1",""
