"Item","Part Number","Description","Qty.","Remark"
"1","00001161","Bolt  GB/T 5783  M16 × 40","1",""
"2","00001035","Spring Washer  GB/T 93  16","1",""
"3","00000997","Flat Washer  GB/T 97.1  16","1",""
"4","00000222","8902-16095 Pin, Lock","1",""
"5","00010242","895-50560 Pin, Pivot","1",""
"6","92029593","Shim","4",""
"7","92029594","Shim","4",""
"8","00008835","8813-506055 Sleeve Bearing","2",""
"9","50008157","Rod, Connection 2","1","BA22CRT2 
BA20CRT2 
BA18CRT2"
"","50008360","Rod, Connection 2","1","BA16CRT2"
"10","00000422","8813-455540 Sleeve Bearing","2",""
"11","00010235","895-45290 Pin, Pivot","1",""
"12","00002464","8902-12085 Pin, Lock","1",""
"13","00002046","Bolt  GB/T 5783  M12 × 35","1",""
"14","00000815","Spring Washer  GB/T 93  12","1",""
"15","00000814","Flat Washer  GB/T 97.1  12","1",""
