"Item","Part Number","Description","Qty.","Remark"
"1","50008452","Hose Assembly","2",""
"2","00001291","Fitting, Straight","2",""
"3","00002946","Fitting, Straight","2",""
"4","00001282","Fitting, Straight","5",""
"5","00001237","Fitting,    Tee","2",""
"6","50003482","Hose Assembly","1",""
"7","00003696","Fitting, Straight","1",""
"8","50008582","Hose Assembly","1",""
"9","00003963","Fitting, Straight","2",""
"10","00001842","Fitting, 90°","5",""
"11","50003990","Hose Assembly","1",""
"12","00001747","Fitting, Straight","1",""
"13","50008455","Hose Assembly","1",""
"14","00001266","Fitting, Straight","2",""
"15","00001835","Fitting, 90°","2",""
"16","00001262","Fitting, Straight","1",""
"17","50008465","Hose Assembly","1",""
"18","00001240","Fitting,    Tee","2",""
"19","50008454","Hose Assembly","1",""
"20","00002945","Fitting, Straight","1",""
"21","00002070","Fitting, Straight","1",""
"22","00002123","Fitting,    Tee","1",""
"23","00005691","Fitting, Straight","1",""
"24","50011889","Hose Assembly","1",""
"25","50004557","Hose Assembly","1",""
"26","50008466","Hose Assembly","1",""
"27","00001507","Fitting, Straight","2",""
"28","92102276","Hose Assembly","1",""
"29","00005208","Fitting, Straight","1",""
