"Item","Part Number","Description","Qty.","Remark"
"27","09310368","Decal, Instructions-Antifreeze coolant","1",""
"28","09410123","Decal, Symbols-Pressurized liquids","1",""
"29","09310254","Decal, Instructions-Air filter","1",""
"30","09410143","Decal, Caution-Main power switch 
operation","1",""
"31","09410122","Decal, Symbols-Entangled hazard","1",""
"32","09340070","Decal, Symbols-Non operating hand 
position","4",""
"33","09440212","Decal, Warning-Crushing hazard","3",""
"34","09340041","Decal, Label-Lanyard anchorage point","4",""
"35","09440332","Decal, Danger-Axle release hazard","1",""
"36","09140040","Decal, Platform control panel","1",""
"37","09140037","Decal, Platform control panel","1",""
"38","09140041","Decal, Platform control panel","1",""
"39","09140038","Decal, Platform control panel","1",""
"40","09140039","Decal, Platform control panel","1",""
"41","09140042","Decal, Platform control panel","1",""
"42","09440889","Decal, Danger-General safety rules","1","Standard"
"","09440898","Decal, Danger-General safety rules","1","Optional"
"43","09440959","Decal, Instructions-Work area","1","BA22CRT2 
(Standard)"
"","09440961","Decal, Instructions-Work area","1","BA20CRT2 
(Standard)"
"","09440963","Decal, Instructions-Work area","1","BA18CRT2 
(Standard)"
"","09440965","Decal, Instructions-Work area","1","BA16CRT2 
(Standard)"
"","09440960","Decal, Instructions-Work area","1","BA22CRT2 
(Optional)"
"","09440962","Decal, Instructions-Work area","1","BA20CRT2 
(Optional)"
"","09440964","Decal, Instructions-Work area","1","BA18CRT2 
(Optional)"
