"Item","Part Number","Description","Qty.","Remark"
"14","50012647","Support","1","BA20CRT2"
"","50012669","Support","1","BA18CRT2"
"","50012679","Support","1","BA16CRT2"
"15","00001834","Fitting, 90°","1",""
"16","00001063","Bolt  GB/T 5783  M8 × 16","2",""
"17","00000609","Spring Washer  GB/T 93  8","4",""
"18","00000608","Flat Washer  GB/T 97.1  8","4",""
"19","92102541","Bracket","1",""
"20","00012872","Fitting, Straight","1",""
"21","50012657","Turntable","1","BA22CRT2"
"","50012662","Turntable","1","BA20CRT2"
"","50012672","Turntable","1","BA18CRT2"
"","50012683","Turntable","1","BA16CRT2"
