"NO.","Material No.","Item and Spec","Units","Remark"
"1","00775302802200000","Battery charger Tray","1",""
"2","1040202857","Nut M12-10","4","GB/T889.1-2000"
"3","1040302490","Washer 12-200HV","4","GB/T97.1-2002"
"4","1040004201","Bolt M12×40-8.8","4","GB/T801-1998"
"5","1020005738","Vehicle-mounted battery 
charger","1",""
"6","007753028B0001010","Safety cover","1",""
"7","1040300771","Washer 6-200HV","4","GB/T97.1-2002"
"8","1040301610","Washer 6","4","GB/T93-1987"
"9","1040104082","Screw M6×12-8.8","4","GB/T70.1-2000"
"10","1020099136","Electric machinery","1",""
"11","007753028B1800000","Motor seat","2",""
"12","1040301503","Washer 12","8","GB/T93-1987"
"13","1040004644","Bolt M12×45-10.9","8","GB/T5783-2000"
"14","1020099135","Electric machinery","1",""
"15","1030801028","Tire","2",""
"16","007753028B1601050","Hexagon slotted nut","2",""
"17","1040500535","Bin 4×80","2","GB/T91-2000"
