"No.","Material No.","Item and Spec","Units","Remark"
"1","1011300151","Hydraulic oil tank 
(DC series)","1","JC19A16-025L-F"
"","1011300210","Hydraulic oil tank 
(DC series)","1","ZL20025L"
"2","1140101479","Tube to swivel","2","EW18LOMDCF"
"3","11140207362","Male stud connector","1","GE12LR3/4EDOMDCF"
"4","1040101606","Screw","4","M8×12-8.8"
