"NO.","Material No.","Item and Spec","Units","Remark"
"1","00772002800001190","Driven sprocket","2",""
"2","1031001276 (left 
side)","Roller chain 12A-1×74","1","GB/T1243-2006"
"","1031001824 (right 
side)","Roller chain 12A-1×56","1","GB/T1243-2006"
"3","00772002800001180","Drive sprocket","2",""
