"NO.","Material No.","Item and Spec","Units","Remark"
"1","00772002800001050","Driving wheel bearing housing","2",""
"2","1040001680","Bolt M10×30-8.8","12","GB/T5783-2016"
"3","00772002800001060","Driving wheel shaft sleeve","4",""
"4","1081008873","O ring seal 47.5×3.55","2","GB/T3452.1-2005"
"5","00772002800001070","Drive shaft","2",""
"6","1040600641","Normal flat bonds C10×8×50","2","GB/T1096-2003"
"7","00772002800800000","Driving wheel","2",""
"8","1040300256","Washer 20-200HV","2","GB/T96.1-2002"
"9","1040201706","Nut M20-04","2","GB/T6181-1986"
"10","1040500054","Pin 4×40","2","GB/T91-2000"
"11","1031401094","Rubber track 
150×72×37-A","2",""
"12","1040000164","Bolt M14×30-8.8","8","GB/T5783-2000"
"13","1040302491","Washer 14-200HV","8","GB/T97.1-2002"
"14","00772002800001020","Wheel cover","8",""
"15","00772002800001010","Roller","6",""
"16","1081008878","O ring seal 65×3.55","8","GB/T3452.1-2005"
"17","00772002800001030","Supporting wheel shaft sleeve","14",""
"18","1040200506","Nut M6-8","6","GB/T889.1-2000"
"19","1040101212","Screw M6×20-8.8","6","GB/T818-2000"
"20","00772002800001130","Towing plate","2",""
"21","00772002800600000","Guide wheel","2",""
"22","1080000006","Oil cup M8×1","10","JB/T7940.1-1995"
"23","00772002800001040","Guide wheel shaft sleeve","1",""
"24","1040002186","Bolt M16×150-8.8","2","GB/T5783-2000"
"25","1040201382","Nut M16-8","4","GB/T6170-2000"
"26","00772002800400000","Guide wheel shaf mounting seat","2",""
