"序号","物料编码","名称及规格","版本","件数","备注"
"1","1140101529","端直通接头 G1/4/M20×1.5","A","1","GE12SR1/4EDOMD
CF"
"2","1140101462","端直通接头 G3/8/M18×1.5","A","1","GE12LREDOMDCF"
"3","1010001903","应急电机泵","A","1","800660021"
"4","1040302489","垫圈 10-200HV","B","4","GB/T97.1-2002"
"5","1040301502","垫圈 10","A","4","GB/T93-1987"
"6","1040004033","螺栓 M10×25-10.9","A","4","GB/T5783-2000"
"7","02151605300810010","应急泵安装板焊接件","A","1",""
