"序号","物料编码","名称及规格","版本","件数","备注"
"143","02151605300410021","焊接钢管","A","1",""
"144","02151605300410031","焊接钢管","A","1",""
"145","02151605300410041","焊接钢管","A","1",""
"146","02151605300410051","焊接钢管","A","1",""
"147","02151605300410061","焊接钢管","A","1",""
"148","02151605300410071","焊接钢管","A","1",""
"149","02151605300410011","焊接钢管","A","1",""
"150","02151605300410170","焊接钢管","A","1",""
"151","02151605300410121","焊接钢管","A","1",""
"152","02151605300410111","焊接钢管","A","1",""
"153","02151605300410101","焊接钢管","A","1",""
"154","02151605300410091","焊接钢管","A","1",""
"155","02151605300410160","焊接钢管","A","1",""
