"序号","物料编码","名称及规格","版本","件数","备注"
"1","1000100569","空气滤清器","A","1","D090048"
"2","02151607100801090","空滤安装板 Tp6","A","1",""
"3","1040301515","垫圈 8-200HV","A","7","GB/T97.1-2002"
"4","1040004519","螺栓 M8×25-8.8","A","4","GB/T5783-2000"
"5","1009901388","螺旋涡轮涡杆卡箍 108-130","A","1","SX12/W3/108-130"
"6","02151607100801081","进气胶管I O112×5","A","1",""
"7","1990202290","螺旋涡轮涡杆卡箍 70-92","A","3","SX12/W3/70-92"
"8","02151607100801062","进气钢管 Ow76×1.5","A","1",""
"9","02151607100801030","进气胶管II O76×5","B","1",""
