"NO.","Material No.","Item and Spec","Units","Remark"
"34","1040301502","Washer 10","6","GB/T93-1987"
"35","1040302489","Washer 10-200HV","6","GB/T97.1-2002"
"36","00775802800001250","Stop pin","6",""
"37","00775802800001240","Pin I","6",""
"38","1054400340","Composite bush","6",""
"39","00775802804400000","Steering link","1",""
"40","1010201636","Steering cylinder","2",""
"41","1040004520","Bolt M8×30-8.8","4","GB/T5783-2000"
"42","1040202855","Nut M8-8","4","GB/T889.1-2000"
"43","00775802800001310","Tube pressing plate","2",""
"44","1040102372","Screw M6×20-8.8","2","GB/T70.1-2000"
"45","1040201896","Nut M6-8","2","GB/T889.1-2000"
"46","00775802800001470","Tube clamp","2",""
"47","00775802801600000","Tube support","1",""
"48","1040104080","Screw M5×12","4","2023.10 Modify"
"49","1029904911","Washer 5","4","2023.10 Modify"
"50","1040300514","Washer 5-200HV","4","2023.10 Modify"
"51","00775820800002020","Inclination switch protective 
cover","1","2023.10 Modify"
"52","1021404506","Angle sensor","1","2023.10 Modify"
"53","1040104078","Screw M4×25","2","2023.10 Modify"
"54","1020521449","Limit switch","1","2023.10 Modify"
"55","1040102598","Screw M6×16 
（Only 18.5kw Kubota）","2","2023.10 Modify"
"56","1040301610","Washer 6 
（Only 18.5kw Kubota）","2","2023.10 Modify"
"57","1040303579","Washer 6-200HV 
（Only 18.5kw Kubota）","2","2023.10 Modify"
"58","00775802810001030","Travel switch mounting 
bracket 
（Only 18.5kw Kubota）","1","2023.10 Modify"
"59","1040302410","Washer 4-200HV 
（Only 18.5kw Kubota）","2","2023.10 Modify"
"60","1040201664","Nut M4-8 
（Only 18.5kw Kubota）","2","2023.10 Modify"
