"NO.","Material No.","Item and Spec","Units","Remark"
"27","00775807120601080","Outlet tube I","1",""
"28","1990202282","Turbine rod clamp","2",""
"29","00775807120601020","Water supply pipe","1",""
"30","00775807120601100","Outlet tube II","1",""
"31","00773407150601040","Wet return I","1",""
"32","00773407140601070","Connector II","1",""
"33","00773407150601050","Wet return II","1",""
"34","00775807121001020","Exhaust pipe I","1",""
"35","00773407151001060","Sealing spacer","1",""
"36","00775807121001010","Silencer","1",""
"37","00773407151001070","Liner","2",""
"38","00775807101001130","Thermal-protective coating Ⅰ","1",""
"39","00775807121010000","Silencer bracket","1",""
"40","00775807101001080","Exhaust pipe","1",""
"41","00775807100401010","Fuel tank assembly","1",""
"42","1000000894","Diesel engine(WEICHAI 
WP3.2G50E317A)","1",""
"","1000001151","Diesel engine(WEICHAI 
WP3.2G50E433)","1",""
"43","1009901161","Elastic coupler assembly","1",""
"44","1040101777","Screw M14×20","3","GB/T70.1-2008"
"45","00773407150201080","Coulper cover","1",""
"46","1040101492","Screw M10×25","12","GB/T70.1-2008"
"47","00775807120201010","Bending plate I","2",""
"48","1040302489","Washer 10-200HV","16","GB/T97.1-2002"
"49","1040004584","Bolt M10×30","16","GB/T5783-2000"
"50","1040003912","Bolt M16×120","4","GB/T5783-2000"
"51","1040302492","Washer 16-200HV","4","GB/T97.1-2002"
"52","00773407150201060","Bending plate III","1",""
"53","00773407150201041","Bending plate II","1",""
"54","1001500061","Engine shock absorber","4",""
"55","1009900979","Engine shock absorber","4",""
"56","00773407100201050","Base plate","4",""
"57","1040200161","Nut M16-8","4","GB/T889-1986"
