"NO.","Material No.","Item and Spec","Units","Remark"
"26","00775800300001240","Axle II","10",""
"27","1040303158","Retaining ring 58","20",""
"28","00775800300001230","Gasket","19",""
"29","1054400315","Composite bush","40",""
"30","00775800300001080","Spacer","20",""
"31","1040004644","Bolt M12×45-10.9","4","GB/T5782-2000"
"32","1040202857","Nut M12-8","4","GB/T889.1-2000"
"33","00775800300001030","Axle III","4",""
"34","1054400363","Composite bush","8",""
"35","1040001640","Bolt M6×25-8.8","6","GB/T5783-2000"
"36","1040201896","Nut M6-8","6","GB/T889.1-2000"
"37","00775800100001140","Stop pin","6",""
"38","00775800300001060","Slot coupling shaft","6",""
"39","00775800300001040","Long linkage axle","1",""
"40","00775800300001160","Limit block I","1",""
"41","00775800300001220","Limit block II","1",""
"42","1040300154","Bearing 25","1","GB/T894.1-1986"
"43","1040202856","Nut M10-8","16","GB/T889.1-2000"
"44","1040004033","Bolt M10×25-10.9","6","GB/T5783-2000"
"45","1040303581","Washer 10-300HV","2","GB/T96.1-2002"
"46","1040007509","Bolt M10×50-10.9","1","GB/T5782-2000"
"47","1040007220","Bolt M10×80-10.9","1","GB/T5782-2000"
"48","00775800300001150","Limit sensor bracket","1",""
