"NO.","Material No.","Item and Spec","Units","Remark"
"1","1040202855","Nut M8-8","31","GB/T889.1-2000"
"2","1040004596","Bolt M8×50-8.8","4","GB/T5782-2000"
"3","1040502050","D pin 8×53","4",""
"4","00775800100001170","Limit block","4",""
"5","1040007538","Bolt M8×75-8.8","8","GB/T5782-2000"
"6","1040301515","Washer 8-200HV","36","GB/T97.1-2002"
"7","1040201896","Nut M6-8","36","GB/T889.1-2000"
"8","1040300771","Washer 6-200HV","44","GB/T97.1-2002"
"9","1040007503","Bolt M6×60-8.8","12","GB/T5783-2000"
"10","1101000163","Spring hinge","2",""
"11","00775602800001180","Coil II","2",""
"12","00775800103000000","Upper slide rail","4",""
"13","1040004029","Bolt M12×35-10.9","48","GB/T5782-2000"
"14","1040202857","Nut M12-8","48","GB/T889.1-2000"
"15","1040302490","Washer 12-200HV","96","GB/T97.1-2002"
"16","00775800103400000","Linkage bracket of scissor arm","2",""
"17","1040302489","Washer 10-200HV","8","GB/T97.1-2002"
"18","1040301502","Washer 10","8","GB/T93-1987"
"19","1040007536","Bolt M10×35-10.9","8","GB/T5783-2000"
"20","00775800100200000","Lower components","1",""
