"NO.","Material No.","Item and Spec","Units","Remark"
"33","00775807130601100","Sponge","1",""
"34","00774007110601120","Base plate","6",""
"35","00775807131001040","Exhaust pipeⅠ","1",""
"36","00772707101001040","Adjusting pad","4",""
"37","00775807101001130","Thermal-protective coating I","1",""
"38","00775807131001030","Silencer","1",""
"39","00773407151001060","Sealing spacer","2",""
"40","00775807131001050","Exhaust pipeⅡ","1",""
"41","00775807101001080","Exhaust pipe","1",""
"42","00775807111001070","Tail pipe","1",""
"43","1000001741","Diesel engine","1",""
"44","00771107130401110","Bending plateⅡ","1",""
"45","00773407180801040","Bending plateⅠ","1",""
"46","00773407180201030","Bending plateⅡ","1",""
"47","00775807130201010","Bending plateⅢ","2",""
"48","1040101692","BoltM10×25-10.9","17","GB/T5786-2000"
"49","1040302489","Washer10-200HV","16","GB/T97.1-2002"
"50","1040001352","Bolt M12×90-10.9","4","GB/T5782-2000"
"51","1040302490","Washer 12","4","GB/T97.1-2002"
"52","1009901481","Engine shock absorber","4",""
"53","00773407180201060","Base plate","4",""
"54","1040200507","NutM12-8","4","GB/T889.1-2000"
"55","1040002590","Bolt M10×20-10.9","3","GB/T5786-2000"
"56","1009901476","Elastic coupler assembly","1",""
"57","1040101492","Screw M10×25-8.8","8","GB/T70.1-2000"
"58","00773407180201010","Coulper cover","1",""
"59","1010002209","Closed pump","1",""
"60","1010308815","Gear rotary pump","1",""
"61","00775807131010000","Muffler bracket","1",""
"62","1009901074","Oil-water separator","1",""
"63","00775807100401260","Bending plate","1",""
"64","00775807100401010","Fuel tank assembly","1",""
