"NO.","Material No.","Item and Spec","Units","Remark"
"1","1040004518","Bolt M8×20-8.8","32","GB/T5783-2000"
"2","1040301510","Washer 8","32","GB/T93-1987"
"3","1040301515","Washer 8-200HV","32","GB/T97.1-2002"
"4","00775802801040000","Outrigger hood weld","4",""
"5","00775802801001070","Transparent veneer II","4",""
"6","00775802801080000","Seal plate weld","4",""
"7","1040004032","Bolt M10×20-10.9","24","GB/T5783-2016"
"8","1040301502","Washer 10","24","GB/T93-1987"
"9","1040302489","Washer 10-200HV","24","GB/T97.1-2002"
"10","00775802801001060","Transparent plate I","4",""
"11","00775802801001050","Limit plate","4",""
"12","1010201637","Outrigger cylinder","4",""
"13","1040202858","Nut M16-10","16","GB/T889-1986"
"14","1040301016","Washer 16-300HV","16","GB/T97.1-2002"
"15","00775802801001040","Cylinder mounting bolt","16",""
"16","00775802801060000","Stud","4",""
"17","1040202855","Nut M8-8","4","GB/T889.1-2000"
"18","1020521448","Limit switch","2",""
"19","1040102372","Bolt M6×20-8.8","8","GB/T70.1-2000"
"20","1040301610","Washer 6","24","GB/T93-1987"
"21","1040300771","Washer 6-200HV","24","GB/T97.1-2002"
"22","00775802801001030","Travel switch mounting plate","4",""
"23","1040104082","Bolt M6×12-8.8","16","GB/T70.1-2000"
"24","00775802801001020","Cover plate","4",""
"25","1040006219","Bolt M20×70-10.9S","4","GB/T1228-2006"
"26","1040007542","Bolt M20×85-10.9S","32","GB/T1228-2006"
"27","1040302502","Washer 20","36","GB/T1230-1991"
"28","1040202439","Nut M20-10","36","GB/T6177.1-2000"
"29","00775802800001010","Outrigger mounting plate","4",""
"30","00775802800001020","Outrigger mounting plate","4",""
