"NO.","Material No.","Item and Spec","Units","Remark"
"1","1040104095","Screw M8×40-8.8","2","GB/T70.3-2000"
"2","00775802800001080","Tray block","1",""
"3","00775802800001150","Adjustable pad","5",""
"4","00773400300001210","Bearing","2",""
"5","00773400801400000","Tray plug","1",""
"6","00775802800001420","Tray axle","1",""
"7","00775802800001030","Friction plate","1",""
"8","1040004033","Bolt M10×25-10.9","5","GB/T5783-2000"
"9","1040301502","Washer 10","5","GB/T93-1987"
"10","1040302489","Washer 10-200HV","9","GB/T97.1-2002"
"11","00773400300001200","Stop pin","1",""
"12","1040006459","Bolt M16×50-10.9","1","GB/T5783-2016"
"13","1040301016","Washer 16-300HV","2","GB/T97.1-2002"
"14","1040202856","Nut M10-10","2","GB/T889.1-2000"
"15","1040007536","Bolt M10×35-10.9","2","GB/T5783-2000"
"16","00775802803400000","Tray fixing plate","1",""
"17","1040202858","Nut M16-10","1","GB/T889.1-2000"
"18","1040102598","Screw M6×16-8.8","4","GB/T70.1-2000"
"19","1040301610","Washer 6","4","GB/T93-1987"
"20","1040300771","Washer 6-200HV","95","GB/T97.1-2002"
"21","00775802800001050","Coolant filling port cover plate","1",""
"22","00771101103201020","Sponge","1",""
"23","00775802800001160","Battery fixing plate","1",""
"24","1040201896","Nut M6-8","42","GB/T889.1-2000"
"25","1040303579","Washer 6-300HV","2","GB/T96.1-2002"
"26","1020999055","Battery","1",""
"27","00775802800001180","Battery fixing rod","2",""
"28","00775802800001170","Battery fixing bracket","2",""
"29","1040101643","Screw M6×30-8.8","4","GB/T70.1-2000"
"30","1040004519","Bolt M8×25-8.8","4","GB/T5783-2016"
"31","1040301515","Washer 8-200HV","14","GB/T97.1-2002"
