"NO.","Material No.","Item and Spec","Units","Remark"
"1","1040202297","Nut M16×1.5-10","18","GB/T6177.2-2000"
"2","1030800838","Tire","1",""
"3","1040004029","Bolt M12×35-10.9","4","GB/T5782-2000"
"4","1040301503","Washer 12","4","GB/T93-1987"
"5","1040302490","Washer 12-200HV","8","GB/T97.1-2002"
"6","00773400200001070","Stop pin","4",""
"7","00775802800001280","Pin III","2",""
"8","00773402800001110","Steering knuckle gasket","2",""
"9","00773400200001020","Bearing","4",""
"10","1030202175","Reducer","2",""
"11","00775802800400000","Steering knuckle I","1",""
"12","00773402800001320","Steering knuckle upper gasket","2",""
"13","00775802800001460","Pin II","2",""
"14","1054400336","Composite bush","8",""
"15","00775802800001290","Floating cylinder connecting pin II","2",""
"16","00775600000001050","Articulated pin","4",""
"17","1040301515","Washer 8-200HV","14","GB/T97.1-2002"
"18","1040301510","Washer 8","8","GB/T93-1987"
"19","1040004519","Bolt M8×25-8.8","4","GB/T5783-2000"
"20","00775802800001270","Floating cylinder connecting pin","2",""
"21","1010201676","Floating cylinder","2",""
"22","1040004496","Bolt M16×45-10.9","1","GB/T5783-2000"
"23","00773400400001250","Stop pin","1",""
"24","00775802800001260","Floating bridge connecting pin","1",""
"25","00773402800001070","Bearing","2",""
"26","00775802800800000","Front axle welds","1",""
"27","1030800839","Tire","1",""
"28","1040002438","Bolt M12×40-10.9","4","GB/T5783-2016"
"29","1040202857","Nut M12-10","4","GB/T889.1-2000"
"30","00775802801700000","Tube support II","1",""
"31","1040301016","Washer 16-300HV","12","GB/T97.1-2002"
"32","1040101819","Screw M16×40-10.9","12","GB/T70.1-2000"
"33","1040004033","Bolt M10×25-10.9","6","GB/T5783-2000"
