"NO.","Material No.","Item and Spec","Units","Remark"
"1","1040103981","Bolt M8×45-8.8","32","GB/T70.3-2000"
"2","1040301515","Washer 8-200HV","32","GB/T97.1-2002"
"3","1040202855","Nut M8-8","32","GB/T889.1-2000"
"4","00775800302001010","Lower sliding block","8",""
"5","00775800302001020","Upper sliding block","8",""
"6","00775800302100000","Lower sliding connecting seat","8",""
"7","1040102739","Screw M8×65-8.8","8","GB/T70.1-2000"
"8","1040301510","Washer 8","8","GB/T93-1987"
"9","1010307007","Lift cylinder balance valve  
(Only ZS1623RT)","1","（2023.10 
Modify）"
"10","1010201639","Upper lift cylinder 
(Only ZS1623RT)","1","（2023.10 
Modify）"
"11","1010201638","Lower lift cylinder 
(Only ZS1623RT)","1","（2023.10 
Modify）"
"12","1010307008","Lift cylinder balance valve","1",""
"13","1040002274","Bolt M10×45-10.9","4","GB/T5782-2000"
"14","1040302489","Washer 10-200HV","3","GB/T97.1-2002"
"15","1040202856","Nut M10-10","16","GB/T889.1-2000"
"16","00775800300001100","Safety arm block","1",""
"17","1100400030","Swing gate pin","1",""
"18","00775800300001090","Arcuate connecting plate of 
safety arm","1",""
"19","00775800300001110","Arcuate stop block of safety arm","1",""
"20","1040002357","Bolt M10×90-10.9","4","GB/T5782-2000"
"21","00775800300001070","Safety arm fastening block","6",""
"22","00775800302400000","Safety arm","1",""
"23","00775800300001190","Cushion","18",""
