"NO.","Material No.","Item and Spec","Units","Remark"
"31","00775805200220000","Cover plate rubber pad","1",""
"32","1010500489","Air filter","1",""
"33","00775805204610000","Oil tank","1",""
"34","1019901354","Liquid level thermometer","1",""
"35","1140101487","Three-way combination joint M16×1.5","4",""
"36","1140101707","End straight coupling G3/4/M30×2","2",""
"37","1140101941","End straight coupling G3/8/M16×1.5","2",""
"38","1140103362","End straight coupling G1/M36×2","2",""
"39","1140107416","Hexagon socket end plug G1/2A","1",""
"40","1140101482","Right angle built-up joint M20×1.5","8",""
"41","1140101524","End straight coupling G1/2/M20×1.5","8",""
"42","1140115883","Male stud connector","1",""
"43","1010306021","travel split-flow valve","1",""
"44","1140114899","End straight coupling","1",""
"45","1010307588","travel control valve","1",""
"46","1140101475","Right angle combination join","3",""
"47","1019900975","Plug","2",""
"48","1140103016","End straight combination coupling","1",""
"49","1010307006","Lift control valve","1",""
"50","1140111291","Three-way combination joint","2",""
"51","1040100059","Screw M10×20-8.8","4","GB/T70.1-2008"
"52","1140114187","Pressure joints","3",""
"53","1140101464","End straight coupling G1/2/M22×1.5","1",""
"54","1010003029","Auxiliary pump","1",""
"55","1010307007","Lifting cylinder balance valve","1",""
"56","1140101534","Right angle built-up joint M30×2","4",""
"57","1140101523","End straight coupling G3/4/M30×2","2",""
"58","1140101461","Male stud connectorG3/8/M16×1.5","2",""
"59","1010307008","Lifting cylinder balance valve","1",""
"60","1140114627","Male stud connectorG3/8/M16×1.5","2",""
