"NO.","Material No.","Item and Spec","Units","Remark"
"1","00775800300001190","Cushion","3",""
"2","00775802800001360","Level guard","1",""
"3","1040104082","Screw M6×12-8.8","4","GB/T70.1-2000"
"4","1040301610","Washer 6","4","GB/T93-1987"
"5","1040300771","Washer 6-200HV","12","GB/T97.1-2002"
"6","1040104080","Screw M5×12-8.8","3","GB/T70.1-2000"
"7","1040007501","Bolt M6×40-8.8","5","GB/T5783-2000"
"8","1021404523","Level","1",""
"9","00775802800001330","Level spring","3",""
"10","00775802800001320","Level mounting plate","1",""
"11","00775802802600000","Left body coverⅡ","1","GB/T889-1986"
"12","007758028A3100000","Washer 16-300HV","2","GB/T96.1-2002"
"13","1040301023","Ladder","1",""
"14","1040004496","Bolt M16×45-10.9","1","GB/T5783-2000"
"15","1040303579","Washer 6","2","GB/T96.1-2002"
"16","00775802800001350","Door buffer ring","2",""
"17","1040201896","Nut M6-8","6","GB/T889.1-2000"
"18","1040202857","Nut M12-10","2","GB/T889.1-2000"
"19","1040004029","Bolt M12×35-10.9","2","GB/T5782-2000"
"20","1040104100","Screw M4×12","8","GB/T818-2000"
"21","1999905631","Hinge","1",""
"22","00775802800001380","Plate","1",""
"23","1040201772","Nut M4-A2-70","8","GB/T6170-2000"
"24","00771101103201020","Sponge bar","1",""
"25","1109800044","Tongue type lock","1",""
"26","00775802804200000","Left body coverI","1",""
"27","1101000131","Panel lock","1",""
"28","1040104104","Screw M6×20-8.8","4","GB/T818-2000"
