"NO.","Material No.","Item and Spec","Units","Remark"
"26","1054400315","Composite bush","32",""
"27","00775800300001080","Spacer","16",""
"28","00775800300001240","Axle II","8",""
"29","1054400499","Composite bush","4",""
"30","00775800300001030","Axle III","2",""
"31","1040002514","Bolt M12×50-10.9","2","GB/T5782-2000"
"32","1040201896","Nut M6-8","3","GB/T889.1-2000"
"33","1040300771","Washer 6-200HV","6","GB/T97.1-2002"
"34","00775800100001140","Stop pin","3",""
"35","00775800300001060","Slot coupling shaft","3",""
"36","1040001640","Bolt M6×25-8.8","3","GB/T5783-2000"
"37","00775800300001160","Limit block I","1",""
"38","1040202856","Nut M10-8","13","GB/T889.1-2000"
"39","1040302489","Washer10-300HV","15","GB/T96.1-2002"
"40","1040303581","Washer10-300HV","1","GB/T96.1-2002"
"41","1040007221","Bolt M10×60-10.9","1","GB/T5782-2000"
"42","00775800300001220","Limit block II","1",""
"43","1040007220","Bolt M10×80-10.9","1","GB/T5782-2000"
"44","00775800300001040","Long linkage axle","1",""
"45","1040000574","Bolt M10×30-10.9","2","GB/T5783-2000"
"46","1040303583","Washer25","1","GB/T93-1987"
"47","00775800300001150","Limit sensor bracket","1",""
