"NO.","Material No.","Item and Spec","Units","Remark"
"1","1040004029","Bolt M12×35-10.9","48","GB/T5782-2000"
"2","1040302490","Washer 12-200HV","96","GB/T97.1-2002"
"3","1040202857","Nut M12-8","48","GB/T889.1-2000"
"4","1040201896","Nut M6-8","40","GB/T889.1-2000"
"5","1040300771","Washer 6-200HV","46","GB/T97.1-2002"
"6","1040006017","Screw M6×25-8.8","12","GB/T70.1-2000"
"7","00775800110001070","Roller mounting plate I","4",""
"8","1040101643","Screw M6×30-8.8","4","GB/T70.1-2000"
"9","00775800110002400","Stop pin","4",""
"10","00775800110002300","Nylon block","8",""
"11","1040200506","Nut M6-8","26","GB/T889.1-2000"
"12","00775800100001080","Pin II","4",""
"13","00775800100001070","Roller III","4",""
"14","1052500006","Bearing","20","GB/T 276-1994"
"15","00775800100001200","Gasket I","10",""
"16","00775800300001010","Axle Ⅰ","6",""
"17","1040004029","Bolt M12×35-10.9","24","GB/T5783-2000"
"18","1040301503","Washer 12","24","GB/T93-1987"
"19","1040302490","Washer 12-200HV","96","GB/T97.1-2002"
"20","00773400200001070","Stop pin","24",""
"21","1054400367","Composite bush","24",""
"22","00775800302101030","Base","24",""
"23","00775800302101020","Rib plate","24",""
"24","00775800300201030","Connecting pipe","6",""
"25","00775800302001010","Lower sliding block","8",""
"26","00775800302101010","Baseplate","8",""
"27","00775800302001020","Upper sliding block","8",""
"28","00775800302101040","Connecting plate","48",""
"29","1040103981","Screw M8×45-8.8","96","GB/T70.3-2000"
"30","1040301515","Washer 8-200HV","24","GB/T97.1-2002"
"31","1040202855","Nut","24","GB/T889.1-2000"
"32","00775800302101050","Lower positioning plate","24",""
