"NO.","Material No.","Item and Spec","Qty","Remark"
"1","00773401010001010","Counterweight block","1",""
"2","1040301513","Gasket 30-200HV","3","GB/T5783"
"3","1040004500","Bolt M30×50-8.8","3","GB/T5783"
"4","1040302483","Gasket 24-200HV","8","GB/T96.1"
"5","1040004613","Bolt M24×60-10.9","4","GB/T5782"
