"NO.","Material No.","Item and Spec","Qty","Remark"
"34","00773400120210000","Platform weldment","1",""
"35","1040201896","Nut M6-8","3","GB/T889.1"
"36","00773406300201010","Spacer","3",""
"37","1040004553","Bolt M6×35-8.8","3","GB/T5783"
"38","1020521022","Foot switch","1",""
