"No.","Material No.","Item and Spec","Unit","Note"
"1","1029903711","sheath","1","Upper plug-in of 
chain"
"2","1022200446","sheath","1","Platform plug 
connector"
"3","1020521022","Footswitch","1",""
"4","1020700951","sheath","1","Jib lifting 
selection valve"
"5","1021404016","Load cell","1",""
"6","1029903711","sheath","1","Lower plug-in of 
chain"
"7","1020700955","sheath","1","Anti-extrusion 
switch"
