"NO.","Material No.","Item and Spec","Qty","Remark"
"1","1040000698","Bolt M16×90-10.9","41","GB/T1228"
"2","1040300186","Gasket 16","41","GB/T1230"
"3","1030202173","Slewing reducer","1",""
