"Item","Part Number","Description","Qty.","Remark"
"41","09140040","Decal, Platform control panel","1",""
"42","09140037","Decal, Platform control panel","1",""
"43","09140041","Decal, Platform control panel","1",""
"44","09140038","Decal, Platform control panel","1",""
"45","09140039","Decal, Platform control panel","1",""
"46","09140042","Decal, Platform control panel","1",""
"47","09340029","Decal, Instructions-Open/close","2",""
"48","09440867","Decal, Danger-General safety rules","1","BT30RT 
BT30SRT"
"","09440874","Decal, Danger-General safety rules","1","BT28RT 
BT28SRT 
BT28BRT 
BT26RT 
BT26SRT 
BT26BRT 
BT24RT 
BT24BRT"
"49","09340026","Decal, Notice-Keep the manual with the 
machine","1",""
"50","09440186","Decal, Label-Capacity 300kg/454kg","1","BT30RT 
BT30SRT"
"","09440187","Decal, Label-Capacity 454kg","1","BT28RT 
BT28SRT 
BT26RT 
BT26SRT 
BT24RT 
BT28BRT 
BT26BRT 
BT24BRT"
