"Item","Part No.","Description","Qty."
"1","10018353","Air cleaner","1"
"--","00006809","Air Filter Sensor","1"
"--","90031459","Safety Cartridge","1"
"--","90031461","Filter Cartridge","1"
"--","50000112","Nut  QC/T 885  M6","4"
"2","10021799","Air cleaner bracket","1"
"3","00000743","Bolt  GB/T 5783  M6×20","4"
"4","00000621","Washer  GB/T 93  6","4"
"5","00000620","Washer  GB/T 97.1  6","4"
"6","90007001","Clamp","1"
"7","10021835","Hose","1"
"8","90015693","Clamp","1"
"9","90007999","Clamp","1"
"10","10019070","Exhaust pipe weldment","1"
"11","00000608","Washer  GB/T 97.1  8","3"
"12","00000609","Washer  GB/T 93  8","3"
"13","00000875","Bolt  GB/T 5783  M8×20","3"
