"Item","Part Number","Description","Qty.","Remark"
"1","00001252","Screw  GB/T 70  M5 × 12","4",""
"2","00000520","Breather/Fill Cap","1",""
"3","00000818","Bolt  GB/T 5783  M6 × 16","12",""
"4","00000621","Spring Washer  GB/T 93  6","12",""
"5","00000620","Flat Washer  GB/T 97.1  6","12",""
"6","90015911","Gauge, Sight","1",""
"7","00000993","Bolt  GB/T 5783  M8 × 25","5",""
"8","00000609","Spring Washer  GB/T 93  8","5",""
"9","00000608","Flat Washer  GB/T 97.1  8","5",""
"10","00000817","Screw  GB/T 70  M5 × 20","4",""
"11","00000516","Filter, Return Oil","1",""
"--","00003660","Strainer","1",""
"--","00003661","Seal Kit for 00000516 Filter","1",""
"12","50000962","Hydraulic Tank Weldment","1",""
"13","00002070","Fitting, Straight","1",""
"14","50005169","Hoses, steel","1",""
"15","00001076","Plug","1",""
"16","50000523","Washer","1",""
"17","50000197","G3/4 Plug, Magnetic","1",""
"18","00000518","Strainer, Suction","1",""
"19","50000961","Gasket","1",""
"20","50000966","Cover","1",""
