"Item","Part Number","Description","Qty.","Remark"
"1","50002730","Cover","1",""
"2","00000684","Bolt  GB/T 5783  M10 × 35","4",""
"3","00000679","Spring Washer  GB/T 93  10","4",""
"4","00000615","Flat Washer  GB/T 97.1  10","4",""
"5","00000623","Nut  GB/T 6182  M10","4",""
"6","00000220","8902-10080 Pin, Lock","4",""
"7","00000051","897-35243 Pin, Pivot","1",""
"8","50000806","Linker, Upper","1",""
"9","00000416","8813-354535 Sleeve Bearing","2",""
"10","50000816","Linker, Lower","2",""
"11","00000417","8813-354550 Sleeve Bearing","2",""
"12","00000050","897-35300 Pin, Pivot","1",""
"13","","Jib Cylinder Assembly (Refer to 5-8)","1",""
"14","50002729","Plate","2",""
"15","00000538","Clamp","2",""
"16","50000112","Nut QC/T 885 M6","4",""
"17","00000744","Screw  GB/T 70  M8 × 40","4",""
"18","00000609","Spring Washer  GB/T 93  8","4",""
"19","00000608","Flat Washer  GB/T 97.1  8","4",""
"20","00000818","Bolt  GB/T 5783  M6 × 16","4",""
"21","00000621","Spring Washer  GB/T 93  6","4",""
"22","00002583","Flat Washer  GB/T 96.1  6","4",""
