"Item","Part Number","Description","Qty.","Remark"
"1","09310049","Decal, Instructions-Lift point","4",""
"2","09410052","Decal, Symbols-Do not stepping","4",""
"3","09420016","Decal, Symbols-Crushing hazard","2",""
"4","09410118","Decal, Symbols-Hand crushing hazard","2",""
"5","09310050","Decal, Instructions-Tie down point","4",""
"6","09310203","Decal, Instructions-Maximum wheel load 
3470kg","4","BA16NE"
"","09310199","Decal, Instructions-Maximum wheel load 
3830kg","4","BA18NE"
"7","09410048","Decal, Symbols-Explosion/burn hazard","3",""
"8","09410079","Decal, Symbols-Electrocution hazard","2",""
"9","09410050","Decal, Symbols-Injection hazard","1",""
"10","09340070","Decal, Symbols-Non operating hand 
position","2",""
"11","09140009","Decal, Platform control panel","1",""
"12","09140007","Decal, Platform control panel","1",""
"13","09140011","Decal, Platform control panel","1",""
"14","09140012","Decal, Emergency stop panel","1",""
"15","09140008","Decal, Platform control panel","1",""
"16","09140010","Decal, Platform control panel","1",""
"17","09440145","Decal, Symbols-General safety rules","1",""
"18","09440146","Decal, Label-Capacity 230kg","1",""
"19","09340041","Decal, Label-Lanyard anchorage point","4",""
"20","09340001","Decal, Notice-Keep the manual with the 
machine","1",""
"21","09410043","Decal, Symbols-Collision hazard","4",""
"22","09340029","Decal, Instructions-Open/close","1",""
"23","09310367","Decal, Notice-Check the hydraulic oil level","1",""
"24","09630090","Decal, Label- BA16NE","1","BA16NE"
"","09630089","Decal, Label- BA18NE","1","BA18NE"
