"Item","Part Number","Description","Qty.","Remark"
"1","50000853","Left Hood","1",""
"2","50000854","Plate, Bracket","1",""
"3","00000875","Bolt  GB/T 5783  M8 × 20","8",""
"4","00000609","Spring Washer  GB/T 93  8","8",""
"5","00000608","Flat Washer  GB/T 97.1  8","8",""
"6","00000743","Bolt  GB/T 5783  M6 × 20","11",""
"7","00000621","Spring Washer  GB/T 93  6","15",""
"8","00002583","Flat Washer  GB/T 96.1  6","8",""
"9","50000827","Spring, Gas","1",""
"10","00001163","Nut  GB/T 6182  M8","2",""
"11","10000481","Lock","1",""
"12","00000620","Flat Washer  GB/T 97.1  6","7",""
"13","50000479","Nut","1",""
"14","50000043","Plate","1",""
"15","50000478","Pin","1",""
"16","50000856","Plate","1",""
"17","50000524","Doorknob","1",""
"18","00000775","Bolt  GB/T 5783  M6 × 30","4",""
