"Item","Part Number","Description","Qty.","Remark"
"1","00007738","Battery","2",""
"2","00002046","Bolt  GB/T 5783  M12 × 35","12",""
"3","00000815","Spring Washer  GB/T 93  12","12",""
"4","00000814","Flat Washer  GB/T 97.1  12","12",""
"5","00001163","Nut  GB/T 6182  M8","18",""
"6","00000608","Flat Washer  GB/T 97.1  8","18",""
"7","50000888","Rod, Hold-Down","8",""
"8","50000881","Box, Battery","1",""
"9","50000980","Bracket","1",""
"10","00001059","Screw  GB/T 70  M10 × 30","4",""
"11","00000679","Spring Washer  GB/T 93  10","4",""
"12","00001028","Flat Washer  GB/T 96.1  10","4",""
"13","00002051","Screw  GB/T 70  M8 × 16","4",""
"14","00000609","Spring Washer  GB/T 93  8","4",""
"15","00000636","Charger","1",""
"16","00002319","Screw  GB/T 818  M5 × 10 - H","2",""
"17","00000655","Power Switch","1",""
"18","00007381","Dc Power Supply","1",""
"19","00001033","Nut  GB/T 6182  M6","4",""
"20","00000620","Flat Washer  GB/T 97.1  6","8",""
"21","00000743","Bolt  GB/T 5783  M6 × 20","4",""
"22","00004882","Battery","1",""
"23","50007427","Plate","1",""
"24","50007425","Box, Battery","1",""
