"Item","Part Number","Description","Qty.","Remark"
"1","50000480","Insert","4",""
"2","50000983","Sliding Block","1",""
"3","50000840","Support","1",""
"4","00000678","Bolt  GB/T 5783  M10 × 25","4",""
"5","00000679","Spring Washer  GB/T 93  10","12",""
"6","00000615","Flat Washer  GB/T 97.1  10","12",""
"7","00001055","Bolt  GB/T 5783  M12 × 40","4",""
"8","00000815","Spring Washer  GB/T 93  12","4",""
"9","00002601","Flat Washer  GB/T 96.1  12","4",""
"10","00000774","Screw  GB/T 70  M6 × 20","10",""
"11","00000621","Spring Washer  GB/T 93  6","12",""
"12","00002583","Flat Washer  GB/T 96.1  6","6",""
"13","50000103","Shield, Sensor","1",""
"14","00001246","Screw  GB/T 70  M5 × 16","3",""
"15","00000606","Spring Washer  GB/T 93  5","3",""
"16","00000642","Sensor, Tilt","1",""
"17","00002064","Screw  GB/T 70  M4 × 20","2",""
"18","10000066","Clamp","2",""
"19","50000929","Turntable","1","BA16NE"
"","50001051","Turntable","1","BA18NE"
"20","50000830","Shim","2",""
"21","50000045","Shim","2",""
"22","50000828","Seat, Lock","1",""
"23","00000684","Bolt  GB/T 5783  M10 × 35","8",""
"24","50000044","Shim","2",""
"25","00004438","Alarm","1",""
"26","50000831","Seat, Lock","1",""
"27","00000620","Flat Washer  GB/T 97.1  6","6",""
"28","00001034","Screw  GB/T 70  M6 × 25","2",""
