"Item","Part Number","Description","Qty.","Remark"
"1","00001290","Fitting, Straight","4",""
"2","50003629","Hose Assembly","2",""
"3","00001832","Fitting, 90°","2",""
"4","00002921","Fitting, Straight","2",""
"5","00001266","Fitting, Straight","5",""
"6","50003626","Hose Assembly","1",""
"7","00001835","Fitting, 90°","4",""
"8","00001776","Fitting, Straight","1",""
"9","50005489","Hose Assembly","1",""
"10","50003634","Hose Assembly","1",""
"11","50003627","Hose Assembly","1",""
"12","50003635","Hose Assembly","1",""
"13","00001240","Fitting, Tee","2",""
"14","00003583","Fitting, Straight","1",""
"15","00002945","Fitting, Straight","1",""
"16","00000518","Strainer, Suction","1",""
"17","00001264","Fitting, Straight","2",""
"18","00001294","Fitting, Straight","1",""
"19","50003636","Hose Assembly","1",""
"20","00001779","Fitting, Straight","1",""
"21","00001291","Fitting, Straight","2",""
"22","00001833","Fitting, 90°","1",""
"23","00005565","Fitting, Straight","1",""
"24","92048876","Hose Assembly","1",""
"25","00005611","Fitting, Straight","1",""
"26","00003864","Check Valve","1",""
